"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.25542232005416,0.226639384288438,0.200767217024312,0.202838808945743,0.262796288245265,0.184956453626181,0.233776840279076,0.189198705491085,0.218114561652286,0.222193635541819,0.179753508519361,0.205928957383504,0.206838117450021,0.196208956074034,0.181502319432412,0.204131044583976,0.231793510574505,0.213517090984366,0.245550439822548,0.259462007120604,0.225507153955831,0.253712912528708,0.220395515992217,0.236317833624425,0.215250556308976,0.236426024489029,0.250718061290693,0.234419034428618,0.232600247870408,0.238129036383542,0.231443960996605,0.205842671612665,0.223022795881985,0.180172725315831,0.251453923718104,0.235621633715822,0.216222697070995,0.229827509729777,0.235473698587583,0.247354880381135,0.205812030666528,0.217131387409017,0.199970581846861,0.210701737992066,0.191040685159958,0.221949942692981,0.214061820914809,0.273582699558361,0.238409893917908,0.192499479466997,0.218191384553957,0.164844959682006,0.198002736053168,0.202038202338951,0.218935870783095,0.220169288891448,0.237542636793836,0.225135477518551,0.237632753740362,0.22132133663213,0.20118652928586,0.217985859871328,0.203174958847856,0.234654051589369,0.229657625789731,0.239903375969176,0.254305873793829,0.225946930313765,0.245137795289043,0.210438675294561,0.215845035639411,0.201272163350933,0.210081156872977,0.203433037630444,0.252795624920622,0.191458415308603,0.237139104359032,0.199905990313291,0.241728875823387,0.190938883463759,0.222765045298162,0.250673853408984,0.220702371442693,0.1970283764745,0.207404668554791,0.200483215321307,0.212490104185402,0.269479491909776,0.212813382029951,0.216210233598713,0.223347188039301,0.252928959863797,0.201761496373138,0.231247744651722,0.228428659734727,0.229478943876228,0.216550279572289,0.195837911437401,0.256926925474569,0.213529311773592
"2",173.438999999998,152.281000000003,165.429000000004,180.002999999997,162.281999999992,151.160999999993,164.257000000012,149.762999999992,166.361000000004,154.156000000003,167.419999999998,147.986999999994,162.133000000002,152.721999999994,172.237999999998,144.819999999992,150.798999999999,150.15800000001,164.129000000001,160.354000000007,152.305999999997,161.917000000001,167.957000000009,153.501000000004,154.349999999991,153.046999999991,155.375,155.618999999992,161.295000000013,149.877999999997,149.413,152.766000000003,158.294999999998,154.032999999996,156.736999999994,145.304000000004,158.088000000003,148.604000000007,169.628000000012,174.347999999998,152.273000000001,172.933000000005,156.411000000007,156.649999999994,165.758000000002,150.415000000008,147.766999999993,162.440999999992,168.554000000004,156.243000000017,159.896999999997,152.589000000007,167.748000000021,152.092999999993,151.744000000006,160.566999999981,162.437000000005,181.244999999995,153.085999999981,159.374000000011,167.823999999993,155.994000000006,153.923999999999,154.584000000003,159.316999999981,162.138000000006,160.340999999986,153.847999999998,162.068999999989,150.967999999993,159.831999999995,157.383000000002,162.620999999985,161.610999999975,162.532000000007,159.811999999976,151.436000000016,159.233000000007,150.412000000011,158.56700000001,165.459999999992,160.33600000001,156.810999999987,161.119999999995,159.148999999976,161.95199999999,157.581999999995,169.216000000015,174.785999999993,178.588999999978,162.906999999977,157.563000000024,156.668000000005,162.150999999983,156.437999999995,146.70199999999,156.763999999996,168.720000000001,154.831999999995,161.184999999998
"3",7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000
"4",0.255638812915242,0.226656778770796,0.200762170260975,0.202847124703118,0.262676938386812,0.184895946535505,0.233813683633316,0.189254904826774,0.217998486977186,0.222116760884544,0.179930746739745,0.206039013115041,0.206721704745384,0.19613286770799,0.181537877910701,0.204051419229863,0.23166138814634,0.213554160581424,0.245494978673389,0.259505537949814,0.225485601913178,0.253607985165589,0.22027267263293,0.236402380919311,0.215256559259722,0.236198422972421,0.250786649136051,0.234263697082974,0.232754233214542,0.238234959187466,0.23145865114772,0.205934151114923,0.223176665697374,0.180070358641655,0.251503665346838,0.235463007232822,0.216115445253313,0.229949072819676,0.235437723366132,0.24707664269395,0.206153657604257,0.217108398455649,0.200003190585685,0.210846191428738,0.191054046734942,0.221989686886527,0.213975109826853,0.273631675438651,0.238337785041371,0.192578847122852,0.218333267598466,0.164536725653022,0.197891826790873,0.202007359840178,0.219076817039859,0.220255499478155,0.237661054545895,0.225308036067487,0.237299315049396,0.221150965900745,0.201121377361267,0.218060124489617,0.203251599802037,0.234614517472002,0.229486893665272,0.239623966229006,0.254228940375566,0.225860236756445,0.245401851408693,0.210514938195374,0.215778718078542,0.201368878468333,0.21017466107746,0.203603462748091,0.25276207279919,0.191500749438621,0.237137797776638,0.19987591520449,0.241816615684482,0.191080629015883,0.222719897430433,0.250784599964503,0.220701721084693,0.197060852308498,0.207260426153071,0.200496282409679,0.212361482686582,0.268627211318079,0.212741451581994,0.216365918394927,0.223204808140811,0.253003118984481,0.201893880679252,0.231189549191865,0.228161335451363,0.22939211374523,0.216613252789592,0.195836096026558,0.256809153958981,0.213579605115282
"5",147.184999999998,157.133000000002,151.786999999997,162.967000000004,163.37000000001,151.244999999995,153.145999999993,162.514999999999,155.226999999999,161.565000000002,163.642999999996,156.856,152.999000000011,155.732999999993,171.078999999998,167.691999999995,151.085000000006,167.875,157.957999999999,154.334999999992,154.142999999996,168.001999999993,152.654999999999,153.860000000001,141.691000000006,165.348000000013,148.527000000002,165.499000000011,164.654999999999,156.913,153.815000000002,174.209000000003,159.240999999995,159.108999999997,162.021000000008,151.584000000003,162.516000000003,155.801999999996,156.629000000001,164.618999999992,151.95199999999,164.694000000003,163.489000000001,148.020000000019,163.67300000001,151.503999999986,154.813000000024,166.972999999998,171.670000000013,167.622999999992,168.256999999983,151.931000000011,157.521000000008,157.25,162.874000000011,159.080000000016,165.532000000007,172.321999999986,158.166999999987,162.84599999999,145.015000000014,161.483999999997,176.883999999991,168.24099999998,168.092999999993,160.777999999991,165.414000000019,158.885000000009,164.371000000014,156.383000000002,150.976000000024,162.564000000013,165.550000000017,179.496000000014,160.182000000001,163.419000000024,156.625999999989,147.192999999999,156.601999999984,178.45199999999,174.575000000012,156.779999999999,162.953999999998,165.608000000007,157.751000000018,161.285000000003,163.015000000014,174.635999999999,176.562999999995,163.260000000009,167.179000000004,174.067999999999,162.383999999991,161.437000000005,166.681000000011,154.756999999983,166.526000000013,170.02900000001,158.907000000007,171.622000000003
"6",7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000
"7",0.338556124590649,0.315438053592837,0.321318637037873,0.287020533261669,0.384837147314588,0.274085622275484,0.317693000127162,0.285869915301926,0.344196234755638,0.322607104364713,0.242995109696358,0.28992803944635,0.305750244321669,0.338261008154599,0.276156220496358,0.305012084171244,0.323658171579877,0.34773780641945,0.365012516758003,0.34382096836726,0.32083091087238,0.343476948365713,0.282084032939731,0.344662494265577,0.326432123575558,0.319332628349052,0.325914055082852,0.340409219083096,0.314430317052138,0.333040342692582,0.37007453452928,0.27824941593071,0.313391812200702,0.273593486766439,0.382646627050617,0.316363057387293,0.287420645381884,0.330444405716351,0.319691392560006,0.328703812984552,0.293241598707819,0.313660952965974,0.282760897498816,0.30673781403982,0.292454561431226,0.310397935515178,0.32075265779045,0.374942355920422,0.358860853605216,0.275770271954982,0.31166449131013,0.269411353852394,0.264972953864038,0.297575309980921,0.337972318562563,0.356840156652348,0.300237403957691,0.295024139282693,0.340011298842846,0.305145378518346,0.281030799963986,0.298059268806057,0.303663524309747,0.356265061132576,0.305481028502952,0.335770966697437,0.368533052948645,0.317772004105083,0.33707903225064,0.272348406469184,0.331544206838297,0.29402824582701,0.298483447857152,0.297820832527547,0.344302341721829,0.299601050806292,0.339741394472332,0.268358916168477,0.338121284268619,0.271214375210432,0.354922495467466,0.345928860277645,0.304471234489775,0.307511079881769,0.336177383667291,0.300158053631256,0.298609656838304,0.308338767317465,0.32399892531363,0.301573872694174,0.344898061507935,0.353353798180374,0.287840535657071,0.320278787639428,0.3549637999353,0.30849181536913,0.349817680392098,0.276290949677351,0.359182146514586,0.308372076124474
"8",8.5570000000007,9.00699999999779,8.24300000000221,8.61800000000221,8.55199999999604,8.95500000000175,8.49100000000908,8.3289999999979,8.45699999999488,8.43900000001304,8.50700000001234,8.5850000000064,8.60899999999674,8.18400000000838,8.43799999999464,8.90799999999581,9.08299999998417,8.55999999999767,8.32500000001164,9.18899999999849,8.57700000000477,9.10700000000361,9.01299999999173,8.48099999998522,8.06900000000314,9.64699999999721,9.42299999999523,8.61999999999534,9.04099999999744,8.53000000001339,9.24099999997998,8.5969999999943,8.86800000000221,9.71099999999569,9.10800000000745,8.44100000000617,8.99799999999232,8.49799999999232,8.35399999999208,8.68500000001222,8.84800000001269,8.24299999998766,8.70100000000093,7.96999999997206,9.38299999997253,8.67199999999139,8.862999999983,8.21799999999348,8.85699999998906,8.46700000000419,8.35500000001048,8.83400000000256,8.61900000000605,8.23200000001816,8.93899999998393,8.88399999999092,9.01399999999558,9.7609999999986,9.10599999999977,8.80100000000675,8.72500000000582,8.38399999999092,8.38500000000931,9.25099999998929,8.64499999998952,8.94800000000396,8.56599999999162,8.85499999995227,8.50800000000163,8.18799999999464,8.81399999998393,7.98699999999371,8.46000000002095,8.94500000000698,8.27499999999418,8.7730000000156,8.46400000000722,8.56300000002375,8.32300000003306,9.2390000000014,8.55999999999767,7.74400000000605,9.1940000000177,8.43499999999767,8.39600000000792,8.51799999998184,8.05999999999767,8.74100000000908,8.30799999998999,8.95099999997183,8.08900000000722,8.33499999999185,8.78900000001886,9.6929999999702,8.50800000000163,8.50100000001839,8.06500000000233,8.35800000000745,8.30999999999767,9.17299999998068
"9",210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
"10",0.29669784594088,0.27799604034444,0.25665591457734,0.25718235455622,0.326720809026101,0.225794615956603,0.302101290400235,0.23876406894348,0.289523367153955,0.291737131868585,0.222082205111559,0.257714856869902,0.259119881733742,0.290952066078621,0.235781859164669,0.262522901371879,0.294728376680865,0.302731555314266,0.320763315507593,0.323974472220304,0.276900247331056,0.301322199598784,0.256846121611561,0.297176125661857,0.292960086791886,0.271854871804969,0.301524622341878,0.310347396508105,0.271929860387397,0.273910795176172,0.295302957642025,0.254340528536409,0.268813079479724,0.247740071697609,0.321715216446286,0.276856916808241,0.264402687482742,0.288638214386578,0.290344422467939,0.285428369045268,0.236851259841581,0.280217030353102,0.269919959396686,0.278782267720452,0.258412928243588,0.265189675105638,0.27132119712678,0.3232815834341,0.312471143227023,0.246184855358273,0.283226380113158,0.230006977327302,0.237261192808948,0.26867248255818,0.2997613594535,0.289729302697172,0.294028758471671,0.256100245607631,0.304343663247451,0.257713226614351,0.267194882274482,0.261664781534637,0.261996954505864,0.319119907142703,0.280624701577623,0.301181072427001,0.307537595759716,0.298673416391325,0.30195059051767,0.240097281703333,0.289660803633353,0.258886863927665,0.273627828405599,0.270642270581747,0.310249882794581,0.26451945622396,0.293360371848343,0.249547833639822,0.302493558415076,0.246615442999793,0.305677119243541,0.319682845709601,0.269404202279541,0.263956867475358,0.27051285973958,0.249251117227358,0.258332162509804,0.280752803577087,0.264279785753646,0.271609669258926,0.283051967841649,0.310043466095934,0.271697545918966,0.289401168951937,0.322610012470958,0.290302227240685,0.297631465164581,0.246127015264952,0.318456889486969,0.269520004498548
