"","Ga","Method"
"626",3.03167773892406,"SP(2.0)"
"627",3.57794232422196,"SP(2.0)"
"628",3.20248774481728,"SP(2.0)"
"629",2.79728655223865,"SP(2.0)"
"630",3.1410203979477,"SP(2.0)"
"631",2.77795154636643,"SP(2.0)"
"632",3.51620147978086,"SP(2.0)"
"633",3.20220867933453,"SP(2.0)"
"634",2.94589039184207,"SP(2.0)"
"635",3.02516178011178,"SP(2.0)"
"636",2.94281550722578,"SP(2.0)"
"637",3.66738740451249,"SP(2.0)"
"638",3.09917491722602,"SP(2.0)"
"639",3.29105877966164,"SP(2.0)"
"640",3.21754878131449,"SP(2.0)"
"641",3.43282530812745,"SP(2.0)"
"642",3.33220223647814,"SP(2.0)"
"643",3.03484426949172,"SP(2.0)"
"644",3.25603077732648,"SP(2.0)"
"645",3.25504029438621,"SP(2.0)"
"646",3.89341710961914,"SP(2.0)"
"647",3.19274563674179,"SP(2.0)"
"648",3.36624910006138,"SP(2.0)"
"649",2.84915087620581,"SP(2.0)"
